Event Category,Gender,medal_type,country_name,country_code,athlete_full_name,Scored Unit,Scoring Type,game_season,game_year,game_location,game_name,Age,Year of Birth
Men's Super-G,Man,GOLD,Austria,AT,Matthias MAYER,01:20.0,TIME,Winter,2022,China,Beijing 2022,34,1990
Men's 200m Breaststroke,Man,BRONZE,Finland,FI,Matti MATTSSON,02:08.4,TIME,Summer,2020,Japan,Tokyo 2020,31,1993
Men's Individual,Man,SILVER,Italy,IT,Mauro NESPOLI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Women's Aerials,Woman,BRONZE,United States of America,US,Megan NICK,89.18,POINTS,Winter,2022,China,Beijing 2022,28,1996
Women's Snowboard Cross,Woman,BRONZE,Canada,CA,Meryeta ODINE,NULL,NULL,Winter,2022,China,Beijing 2022,27,1997
Women's Snowboard Cross,Woman,BRONZE,Canada,CA,Meryeta ODINE,NULL,NULL,Winter,2022,China,Beijing 2022,27,1997
Men's Greco-Roman 130kg,Man,GOLD,Cuba,CU,Mijain LOPEZ NUNEZ,NULL,NULL,Summer,2020,Japan,Tokyo 2020,42,1982
Women's 1000m,Woman,SILVER,Republic of Korea,KR,Minjeong CHOI,01:28.0,TIME,Winter,2022,China,Beijing 2022,26,1998
Women's 1000m,Woman,GOLD,Republic of Korea,KR,Minjeong CHOI,01:28.0,TIME,Winter,2022,China,Beijing 2022,26,1998
Women's 1000m,Woman,GOLD,Republic of Korea,KR,Minjeong CHOI,01:28.0,TIME,Winter,2022,China,Beijing 2022,26,1998
Men's Singles,Man,SILVER,Croatia,HR,Marin CILIC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Women -67kg,Woman,GOLD,Croatia,HR,Matea JELIC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Men's Moguls,Man,SILVER,Australia,AU,Matt GRAHAM,65.13,POINTS,Winter,2022,China,Beijing 2022,30,1994
Men's Omnium,Man,SILVER,Great Britain,GB,Matthew WALLS,153,POINTS,Summer,2020,Japan,Tokyo 2020,26,1998
Men's Omnium,Man,GOLD,Great Britain,GB,Matthew WALLS,153,POINTS,Summer,2020,Japan,Tokyo 2020,26,1998
Men's Long Jump,Man,BRONZE,Cuba,CU,Maykel MASSO,8.07,DISTANCE,Summer,2020,Japan,Tokyo 2020,25,1999
Women's Freestyle 68kg,Woman,BRONZE,Kyrgyzstan,KG,Meerim ZHUMANAZAROVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,25,1999
Men -80kg,Man,BRONZE,Azerbaijan,AZ,Milad BEIGI HARCHEGANI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
50m Rifle 3 Positions Men,Not Stated,BRONZE,Serbia,RS,Milenko SEBIC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
10m Air Rifle Men,Not Stated,BRONZE,Serbia,RS,Milenko SEBIC,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Women's Marathon,Woman,BRONZE,United States of America,US,Molly SEIDEL,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Street,Woman,GOLD,Japan,JP,Momiji NISHIYA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,17,2007
Men Single Skating,Man,GOLD,United States of America,US,Nathan CHEN,332.6,POINTS,Winter,2022,China,Beijing 2022,25,1999
Women's Feather (54-57kg),Woman,SILVER,Philippines,PH,Nesthy PETECIO,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Women's Middle (69-75kg),Woman,BRONZE,People's Republic of China,CN,Qian LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Women's Middle (69-75kg),Woman,SILVER,People's Republic of China,CN,Qian LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Middle (69-75kg),Woman,BRONZE,People's Republic of China,CN,Qian LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Middle (69-75kg),Woman,SILVER,People's Republic of China,CN,Qian LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,39,1985
Women's Middle (69-75kg),Woman,BRONZE,People's Republic of China,CN,Qian LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,39,1985
Women's Singles,Woman,SILVER,Poland,PL,Qian LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Women's Singles,Woman,BRONZE,Poland,PL,Qian LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,38,1986
Women's Singles,Woman,SILVER,Poland,PL,Qian LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Singles,Woman,BRONZE,Poland,PL,Qian LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Women's Singles,Woman,SILVER,Poland,PL,Qian LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,39,1985
Women's Singles,Woman,BRONZE,Poland,PL,Qian LI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,39,1985
Women's Freestyle 76kg,Woman,BRONZE,People's Republic of China,CN,Qian ZHOU,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Women's 10km,Woman,SILVER,Italy,IT,Rachele BRUNI,02:10.1,TIME,Summer,2020,Japan,Tokyo 2020,34,1990
Women's 800m,Woman,BRONZE,United States of America,US,Raevyn ROGERS,02:01.4,TIME,Summer,2020,Japan,Tokyo 2020,28,1996
Women's 10km Pursuit,Woman,GOLD,Norway,NO,Marte Olsbu ROEISELAND,34:47.1,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 7.5km Sprint,Woman,BRONZE,Norway,NO,Marte Olsbu ROEISELAND,20:44.3,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 7.5km Sprint,Woman,BRONZE,Norway,NO,Marte Olsbu ROEISELAND,20:44.3,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 7.5km Sprint,Woman,GOLD,Norway,NO,Marte Olsbu ROEISELAND,20:44.3,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 7.5km Sprint,Woman,GOLD,Norway,NO,Marte Olsbu ROEISELAND,20:44.3,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 12.5km Mass Start,Woman,BRONZE,Norway,NO,Marte Olsbu ROEISELAND,40:53.1,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 12.5km Mass Start,Woman,BRONZE,Norway,NO,Marte Olsbu ROEISELAND,40:53.1,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 12.5km Mass Start,Woman,GOLD,Norway,NO,Marte Olsbu ROEISELAND,40:53.1,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 12.5km Mass Start,Woman,GOLD,Norway,NO,Marte Olsbu ROEISELAND,40:53.1,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 15km Individual,Woman,BRONZE,Norway,NO,Marte Olsbu ROEISELAND,44:28.0,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 15km Individual,Woman,BRONZE,Norway,NO,Marte Olsbu ROEISELAND,44:28.0,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's 15km Individual,Woman,GOLD,Norway,NO,Marte Olsbu ROEISELAND,44:28.0,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's Marathon,Woman,GOLD,Kenya,KE,Peres JEPCHIRCHIR,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Women's 50m Freestyle,Woman,GOLD,Netherlands,NL,Ranomi KROMOWIDJOJO,24030,TIME,Summer,2020,Japan,Tokyo 2020,34,1990
Women's 50m Freestyle,Woman,GOLD,Netherlands,NL,Ranomi KROMOWIDJOJO,24030,TIME,Summer,2020,Japan,Tokyo 2020,34,1990
Women's 100m Backstroke,Woman,SILVER,United States of America,US,Regan SMITH,58005,TIME,Summer,2020,Japan,Tokyo 2020,22,2002
Women's 100m Backstroke,Woman,BRONZE,United States of America,US,Regan SMITH,58005,TIME,Summer,2020,Japan,Tokyo 2020,22,2002
Women's 200m Butterfly,Woman,SILVER,United States of America,US,Regan SMITH,02:08.4,TIME,Summer,2020,Japan,Tokyo 2020,22,2002
Women's 200m Butterfly,Woman,BRONZE,United States of America,US,Regan SMITH,02:08.4,TIME,Summer,2020,Japan,Tokyo 2020,22,2002
Men's Super Heavy (+91kg),Man,SILVER,United States of America,US,Richard TORREZ JR,NULL,NULL,Summer,2020,Japan,Tokyo 2020,25,1999
Women's Freestyle 57kg,Woman,GOLD,Japan,JP,Risako KAWAI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Freestyle 57kg,Woman,GOLD,Japan,JP,Risako KAWAI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,30,1994
Men's Kayak Single 1000m,Man,BRONZE,ROC,ROC,Roman ANOSHKIN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Men's Welter (63-69kg),Man,GOLD,Cuba,CU,Roniel IGLESIAS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's 3000m Steeplechase,Man,SILVER,Ethiopia,ET,Lamecha GIRMA,08:10.1,TIME,Summer,2020,Japan,Tokyo 2020,24,2000
Men -73 kg,Man,SILVER,Georgia,GE,Lasha SHAVDATUASHVILI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Men -73 kg,Man,BRONZE,Georgia,GE,Lasha SHAVDATUASHVILI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Men -73 kg,Man,GOLD,Georgia,GE,Lasha SHAVDATUASHVILI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Women's Omnium,Woman,GOLD,Great Britain,GB,Laura KENNY,96,POINTS,Summer,2020,Japan,Tokyo 2020,32,1992
Men's Kayak Single 200m,Man,BRONZE,Great Britain,GB,Liam HEATH,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Men's Kayak Single 200m,Man,SILVER,Great Britain,GB,Liam HEATH,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Men's Kayak Single 200m,Man,GOLD,Great Britain,GB,Liam HEATH,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Men's Kayak Single 200m,Man,BRONZE,Great Britain,GB,Liam HEATH,NULL,NULL,Summer,2020,Japan,Tokyo 2020,40,1984
Men's 67kg,Man,GOLD,People's Republic of China,CN,Lijun CHEN,332,WEIGHT,Summer,2020,Japan,Tokyo 2020,31,1993
Women's Snowboard Cross,Woman,GOLD,United States of America,US,Lindsey JACOBELLIS,NULL,NULL,Winter,2022,China,Beijing 2022,39,1985
Women's Snowboard Cross,Woman,GOLD,United States of America,US,Lindsey JACOBELLIS,NULL,NULL,Winter,2022,China,Beijing 2022,39,1985
Women's Snowboard Cross,Woman,SILVER,United States of America,US,Lindsey JACOBELLIS,NULL,NULL,Winter,2022,China,Beijing 2022,39,1985
Women's Giant Slalom,Woman,GOLD,United States of America,US,Mikaela SHIFFRIN,NULL,IRM,Winter,2022,China,Beijing 2022,29,1995
Women's Giant Slalom,Woman,SILVER,United States of America,US,Mikaela SHIFFRIN,NULL,IRM,Winter,2022,China,Beijing 2022,29,1995
Women's Giant Slalom,Woman,GOLD,United States of America,US,Mikaela SHIFFRIN,NULL,IRM,Winter,2022,China,Beijing 2022,29,1995
Women's Super-G,Woman,GOLD,United States of America,US,Mikaela SHIFFRIN,01:14.2,TIME,Winter,2022,China,Beijing 2022,29,1995
Women's Super-G,Woman,SILVER,United States of America,US,Mikaela SHIFFRIN,01:14.2,TIME,Winter,2022,China,Beijing 2022,29,1995
Women's Super-G,Woman,GOLD,United States of America,US,Mikaela SHIFFRIN,01:14.2,TIME,Winter,2022,China,Beijing 2022,29,1995
Women's Alpine Combined,Woman,GOLD,United States of America,US,Mikaela SHIFFRIN,NULL,IRM,Winter,2022,China,Beijing 2022,29,1995
Women's Alpine Combined,Woman,SILVER,United States of America,US,Mikaela SHIFFRIN,NULL,IRM,Winter,2022,China,Beijing 2022,29,1995
Women's Alpine Combined,Woman,GOLD,United States of America,US,Mikaela SHIFFRIN,NULL,IRM,Winter,2022,China,Beijing 2022,29,1995
Women's Slalom,Woman,GOLD,United States of America,US,Mikaela SHIFFRIN,NULL,IRM,Winter,2022,China,Beijing 2022,29,1995
Women's Slalom,Woman,SILVER,United States of America,US,Mikaela SHIFFRIN,NULL,IRM,Winter,2022,China,Beijing 2022,29,1995
Individual Gundersen Normal Hill/10km,Not Stated,GOLD,Norway,NO,Joergen GRAABAK,25:09.4,TIME,Winter,2022,China,Beijing 2022,33,1991
Individual Gundersen Large Hill/10km,Not Stated,GOLD,Norway,NO,Joergen GRAABAK,27:13.3,TIME,Winter,2022,China,Beijing 2022,33,1991
Individual Gundersen Large Hill/10km,Not Stated,SILVER,Norway,NO,Joergen GRAABAK,27:13.3,TIME,Winter,2022,China,Beijing 2022,33,1991
Individual Gundersen Large Hill/10km,Not Stated,GOLD,Norway,NO,Joergen GRAABAK,27:13.3,TIME,Winter,2022,China,Beijing 2022,33,1991
Men's 50km Race Walk,Man,SILVER,Germany,DE,Jonathan HILBERT,NULL,NULL,Summer,2020,Japan,Tokyo 2020,29,1995
Women's Snowboard Big Air,Woman,SILVER,United States of America,US,Julia MARINO,NULL,SC_REST$IRM,Winter,2022,China,Beijing 2022,27,1997
Women's Snowboard Slopestyle,Woman,SILVER,United States of America,US,Julia MARINO,71.78,POINTS,Winter,2022,China,Beijing 2022,27,1997
Women's 15km Individual,Woman,GOLD,France,FR,Justine BRAISAZ,49:10.1,TIME,Winter,2022,China,Beijing 2022,28,1996
Women's 7.5km Sprint,Woman,GOLD,France,FR,Justine BRAISAZ,23:18.3,TIME,Winter,2022,China,Beijing 2022,28,1996
Women's 10km Pursuit,Woman,GOLD,France,FR,Justine BRAISAZ,NULL,IRM,Winter,2022,China,Beijing 2022,28,1996
Women's 12.5km Mass Start,Woman,GOLD,France,FR,Justine BRAISAZ,40:18.0,TIME,Winter,2022,China,Beijing 2022,28,1996
"Women's 10,000m",Woman,SILVER,Bahrain,BH,Kalkidan GEZAHEGNE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Women's 1500m,Woman,SILVER,Republic of Korea,KR,Minjeong CHOI,02:21.1,TIME,Winter,2022,China,Beijing 2022,26,1998
Women's 1500m,Woman,GOLD,Republic of Korea,KR,Minjeong CHOI,02:21.1,TIME,Winter,2022,China,Beijing 2022,26,1998
Women's 1500m,Woman,GOLD,Republic of Korea,KR,Minjeong CHOI,02:21.1,TIME,Winter,2022,China,Beijing 2022,26,1998
Women's 500m,Woman,SILVER,Republic of Korea,KR,Minjeong CHOI,42853,TIME,Winter,2022,China,Beijing 2022,26,1998
Women's 500m,Woman,GOLD,Republic of Korea,KR,Minjeong CHOI,42853,TIME,Winter,2022,China,Beijing 2022,26,1998
Women's 500m,Woman,GOLD,Republic of Korea,KR,Minjeong CHOI,42853,TIME,Winter,2022,China,Beijing 2022,26,1998
Women's 400m Individual Medley,Woman,BRONZE,Spain,ES,Mireia BELMONTE,04:36.1,TIME,Summer,2020,Japan,Tokyo 2020,34,1990
Women's 400m Individual Medley,Woman,GOLD,Spain,ES,Mireia BELMONTE,04:36.1,TIME,Summer,2020,Japan,Tokyo 2020,34,1990
Women's 400m Individual Medley,Woman,SILVER,Spain,ES,Mireia BELMONTE,04:36.1,TIME,Summer,2020,Japan,Tokyo 2020,34,1990
Women's 400m Individual Medley,Woman,SILVER,Spain,ES,Mireia BELMONTE,04:36.1,TIME,Summer,2020,Japan,Tokyo 2020,34,1990
Men -58kg,Man,SILVER,Tunisia,TN,Mohamed Khalil JENDOUBI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,NULL,NULL
Men's 5000m,Man,SILVER,Canada,CA,Mohammed AHMED,13:39.0,TIME,Summer,2020,Japan,Tokyo 2020,33,1991
Men +100 kg,Man,BRONZE,Brazil,BR,Rafael SILVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Men +100 kg,Man,BRONZE,Brazil,BR,Rafael SILVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Men's Greco-Roman 77kg,Man,BRONZE,Azerbaijan,AZ,Rafig HUSEYNOV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Men's 400m Hurdles,Man,SILVER,United States of America,US,Rai BENJAMIN,48060,TIME,Summer,2020,Japan,Tokyo 2020,28,1996
Women's Shot Put,Woman,SILVER,United States of America,US,Raven SAUNDERS,19.22,DISTANCE,Summer,2020,Japan,Tokyo 2020,28,1996
Men's Freestyle 57kg,Man,SILVER,India,IN,Ravi Kumar Dahiya,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Men's Road Race,Man,GOLD,Ecuador,EC,Richard CARAPAZ,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Jumping Individual,Not Stated,GOLD,Brazil,BR,Rodrigo PESSOA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,52,1972
Women's Park,Woman,GOLD,Japan,JP,Sakura YOSOZUMI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,22,2002
Women's Giant Slalom,Woman,GOLD,Sweden,SE,Sara HECTOR,01:56.3,TIME,Winter,2022,China,Beijing 2022,32,1992
Women's Slalom,Woman,GOLD,Sweden,SE,Sara HECTOR,NULL,IRM,Winter,2022,China,Beijing 2022,32,1992
Women's NH Individual,Woman,BRONZE,Japan,JP,Sara TAKANASHI,224.1,POINTS,Winter,2022,China,Beijing 2022,28,1996
Men -80kg,Man,BRONZE,Egypt,EG,Seif EISSA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,26,1998
Women's 800m Freestyle,Woman,BRONZE,Italy,IT,Simona QUADARELLA,08:17.3,TIME,Summer,2020,Japan,Tokyo 2020,26,1998
Women's 15km Individual,Woman,GOLD,Norway,NO,Marte Olsbu ROEISELAND,44:28.0,TIME,Winter,2022,China,Beijing 2022,34,1990
Women's Freestyle 62kg,Woman,BRONZE,Tunisia,TN,Marwa AMRI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,35,1989
Men's Snowboard Slopestyle,Man,SILVER,Canada,CA,Max PARROT,70.11,POINTS,Winter,2022,China,Beijing 2022,30,1994
Men's Snowboard Slopestyle,Man,GOLD,Canada,CA,Max PARROT,70.11,POINTS,Winter,2022,China,Beijing 2022,30,1994
Men's Snowboard Slopestyle,Man,BRONZE,Canada,CA,Max PARROT,70.11,POINTS,Winter,2022,China,Beijing 2022,30,1994
Men's Snowboard Big Air,Man,SILVER,Canada,CA,Max PARROT,164.75,POINTS,Winter,2022,China,Beijing 2022,30,1994
Men's Snowboard Big Air,Man,GOLD,Canada,CA,Max PARROT,164.75,POINTS,Winter,2022,China,Beijing 2022,30,1994
Men's Snowboard Big Air,Man,BRONZE,Canada,CA,Max PARROT,164.75,POINTS,Winter,2022,China,Beijing 2022,30,1994
Women -78 kg,Woman,BRONZE,Brazil,BR,Mayra AGUIAR,NULL,NULL,Summer,2020,Japan,Tokyo 2020,NULL,NULL
Men's Slalom,Man,BRONZE,Austria,AT,Michael MATT,NULL,IRM,Winter,2022,China,Beijing 2022,31,1993
Women -70 kg,Woman,SILVER,Austria,AT,Michaela POLLERES,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Men's Moguls,Man,GOLD,Canada,CA,Mikael KINGSBURY,81.15,POINTS,Winter,2022,China,Beijing 2022,32,1992
Men's Moguls,Man,SILVER,Canada,CA,Mikael KINGSBURY,81.15,POINTS,Winter,2022,China,Beijing 2022,32,1992
Women's Individual,Woman,BRONZE,Italy,IT,Lucilla BOARI,NULL,NULL,Summer,2020,Japan,Tokyo 2020,27,1997
Men's 67kg,Man,BRONZE,Colombia,CO,Luis Javier MOSQUERA LOZANO,331,WEIGHT,Summer,2020,Japan,Tokyo 2020,29,1995
Men's 67kg,Man,SILVER,Colombia,CO,Luis Javier MOSQUERA LOZANO,331,WEIGHT,Summer,2020,Japan,Tokyo 2020,29,1995
Men -60 kg,Man,BRONZE,France,FR,Luka MKHEIDZE,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Men +100 kg,Man,GOLD,Czech Republic,CZ,Lukas KRPALEK,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men +100 kg,Man,GOLD,Czech Republic,CZ,Lukas KRPALEK,NULL,NULL,Summer,2020,Japan,Tokyo 2020,34,1990
Men's Discus Throw,Man,BRONZE,Austria,AT,Lukas WEISSHAIDINGER,64.77,DISTANCE,Summer,2020,Japan,Tokyo 2020,32,1992
Women's Canoe,Woman,SILVER,New Zealand,NZ,Luuka JONES,NULL,NULL,Summer,2020,Japan,Tokyo 2020,36,1988
Women's Kayak,Woman,SILVER,New Zealand,NZ,Luuka JONES,110.67,TIME,Summer,2020,Japan,Tokyo 2020,36,1988
Women's Individual Stroke Play,Woman,SILVER,New Zealand,NZ,Lydia KO,268,STROKES,Summer,2020,Japan,Tokyo 2020,27,1997
Women's Individual Stroke Play,Woman,BRONZE,New Zealand,NZ,Lydia KO,268,STROKES,Summer,2020,Japan,Tokyo 2020,27,1997
Women -70 kg,Woman,BRONZE,ROC,ROC,Madina TAIMAZOVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,25,1999
Men's High Jump,Man,BRONZE,Belarus,BY,Maksim NEDASEKAU,2.28,DISTANCE,Summer,2020,Japan,Tokyo 2020,26,1998
Men's Singles,Man,SILVER,ROC,ROC,Karen KHACHANOV,NULL,NULL,Summer,2020,Japan,Tokyo 2020,28,1996
Women's 7.5km + 7.5km Skiathlon,Woman,GOLD,Germany,DE,Katharina HENNIG,47:12.2,TIME,Winter,2022,China,Beijing 2022,28,1996
Women's 10km Classic,Woman,GOLD,Germany,DE,Katharina HENNIG,28:50.2,TIME,Winter,2022,China,Beijing 2022,28,1996
Women's Sprint,Woman,BRONZE,Great Britain,GB,Katy MARCHANT,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Women's Keirin,Woman,BRONZE,Great Britain,GB,Katy MARCHANT,NULL,NULL,Summer,2020,Japan,Tokyo 2020,31,1993
Trap women,Woman,SILVER,United States of America,US,Kayle BROWNING,NULL,NULL,Summer,2020,Japan,Tokyo 2020,32,1992
Men's 200m,Man,SILVER,United States of America,US,Kenneth BEDNAREK,20001,TIME,Summer,2020,Japan,Tokyo 2020,26,1998
Women -63 kg,Woman,BRONZE,Brazil,BR,Ketleyn QUADROS,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
RS:X Men,Not Stated,GOLD,Netherlands,NL,Kiran BADLOE,37,POINTS,Summer,2020,Japan,Tokyo 2020,30,1994
Women's Foil Individual,Woman,BRONZE,ROC,ROC,Larisa KOROBEYNIKOVA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Women's Keirin,Woman,BRONZE,Netherlands,NL,Laurine VAN RIESSEN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Women's Sprint,Woman,BRONZE,Netherlands,NL,Laurine VAN RIESSEN,NULL,NULL,Summer,2020,Japan,Tokyo 2020,37,1987
Men's Feather (52-57kg),Man,BRONZE,Cuba,CU,Lazaro ALVAREZ ESTRADA,NULL,NULL,Summer,2020,Japan,Tokyo 2020,33,1991
Men's 200m Backstroke,Man,BRONZE,United States of America,US,Ryan MURPHY,01:57.0,TIME,Summer,2020,Japan,Tokyo 2020,29,1995
